2542511,H,1.279,50
2541878,H,1.411,50
2542851,H,3.17,50
2542512,H,1.369,50
2541879,H,4.17,50
2538656,H,1.234,50
2544757,H,1.109,50
2545160,H,1.35,50
2545161,H,2.23,50
2546316,H,3.91,50
2539916,H,1.375,50
2538378,A,5.16,50
2535244,H,1.555,50
2538377,H,1.276,50
2535245,A,3.68,50
2538379,A,2.77,50
2545859,A,2.39,50
2546265,H,2.29,50
2538573,H,3.07,50
2497687,A,3.75,50
2506031,H,4.85,50
2509280,A,1.892,50
2547703,A,2.72,50
2428792,H,4.95,50
2549604,H,1.571,50
